atlas,file,path,symmetry_n,drift_deg
symmetry_resonance_atlas,sym_n05_drift_3.18.png,/Users/tho2020/Documents/GitHub/NEXAH/ENGINE/nexah_kernel/demos/visuals/symmetry_resonance_atlas/sym_n05_drift_3.18.png,5,3.18
symmetry_resonance_atlas,sym_n10_drift_3.18.png,/Users/tho2020/Documents/GitHub/NEXAH/ENGINE/nexah_kernel/demos/visuals/symmetry_resonance_atlas/sym_n10_drift_3.18.png,10,3.18
symmetry_resonance_atlas,sym_n09_drift_4.59.png,/Users/tho2020/Documents/GitHub/NEXAH/ENGINE/nexah_kernel/demos/visuals/symmetry_resonance_atlas/sym_n09_drift_4.59.png,9,4.59
symmetry_resonance_atlas,sym_n11_drift_6.00.png,/Users/tho2020/Documents/GitHub/NEXAH/ENGINE/nexah_kernel/demos/visuals/symmetry_resonance_atlas/sym_n11_drift_6.00.png,11,6.0
symmetry_resonance_atlas,sym_n04_drift_6.00.png,/Users/tho2020/Documents/GitHub/NEXAH/ENGINE/nexah_kernel/demos/visuals/symmetry_resonance_atlas/sym_n04_drift_6.00.png,4,6.0
symmetry_resonance_atlas,sym_n08_drift_1.41.png,/Users/tho2020/Documents/GitHub/NEXAH/ENGINE/nexah_kernel/demos/visuals/symmetry_resonance_atlas/sym_n08_drift_1.41.png,8,1.41
symmetry_resonance_atlas,sym_n10_drift_0.71.png,/Users/tho2020/Documents/GitHub/NEXAH/ENGINE/nexah_kernel/demos/visuals/symmetry_resonance_atlas/sym_n10_drift_0.71.png,10,0.71
symmetry_resonance_atlas,sym_n05_drift_0.71.png,/Users/tho2020/Documents/GitHub/NEXAH/ENGINE/nexah_kernel/demos/visuals/symmetry_resonance_atlas/sym_n05_drift_0.71.png,5,0.71
symmetry_resonance_atlas,sym_n07_drift_2.12.png,/Users/tho2020/Documents/GitHub/NEXAH/ENGINE/nexah_kernel/demos/visuals/symmetry_resonance_atlas/sym_n07_drift_2.12.png,7,2.12
symmetry_resonance_atlas,sym_n12_drift_2.12.png,/Users/tho2020/Documents/GitHub/NEXAH/ENGINE/nexah_kernel/demos/visuals/symmetry_resonance_atlas/sym_n12_drift_2.12.png,12,2.12
symmetry_resonance_atlas,sym_n08_drift_4.59.png,/Users/tho2020/Documents/GitHub/NEXAH/ENGINE/nexah_kernel/demos/visuals/symmetry_resonance_atlas/sym_n08_drift_4.59.png,8,4.59
symmetry_resonance_atlas,sym_n11_drift_3.18.png,/Users/tho2020/Documents/GitHub/NEXAH/ENGINE/nexah_kernel/demos/visuals/symmetry_resonance_atlas/sym_n11_drift_3.18.png,11,3.18
symmetry_resonance_atlas,sym_n04_drift_3.18.png,/Users/tho2020/Documents/GitHub/NEXAH/ENGINE/nexah_kernel/demos/visuals/symmetry_resonance_atlas/sym_n04_drift_3.18.png,4,3.18
symmetry_resonance_atlas,sym_n15_drift_0.00.png,/Users/tho2020/Documents/GitHub/NEXAH/ENGINE/nexah_kernel/demos/visuals/symmetry_resonance_atlas/sym_n15_drift_0.00.png,15,0.0
symmetry_resonance_atlas,sym_n07_drift_3.53.png,/Users/tho2020/Documents/GitHub/NEXAH/ENGINE/nexah_kernel/demos/visuals/symmetry_resonance_atlas/sym_n07_drift_3.53.png,7,3.53
symmetry_resonance_atlas,sym_n12_drift_3.53.png,/Users/tho2020/Documents/GitHub/NEXAH/ENGINE/nexah_kernel/demos/visuals/symmetry_resonance_atlas/sym_n12_drift_3.53.png,12,3.53
symmetry_resonance_atlas,sym_n08_drift_0.00.png,/Users/tho2020/Documents/GitHub/NEXAH/ENGINE/nexah_kernel/demos/visuals/symmetry_resonance_atlas/sym_n08_drift_0.00.png,8,0.0
symmetry_resonance_atlas,sym_n15_drift_4.59.png,/Users/tho2020/Documents/GitHub/NEXAH/ENGINE/nexah_kernel/demos/visuals/symmetry_resonance_atlas/sym_n15_drift_4.59.png,15,4.59
symmetry_resonance_atlas,sym_n19_drift_3.18.png,/Users/tho2020/Documents/GitHub/NEXAH/ENGINE/nexah_kernel/demos/visuals/symmetry_resonance_atlas/sym_n19_drift_3.18.png,19,3.18
symmetry_resonance_atlas,sym_n18_drift_0.71.png,/Users/tho2020/Documents/GitHub/NEXAH/ENGINE/nexah_kernel/demos/visuals/symmetry_resonance_atlas/sym_n18_drift_0.71.png,18,0.71
symmetry_resonance_atlas,sym_n19_drift_6.00.png,/Users/tho2020/Documents/GitHub/NEXAH/ENGINE/nexah_kernel/demos/visuals/symmetry_resonance_atlas/sym_n19_drift_6.00.png,19,6.0
symmetry_resonance_atlas,sym_n15_drift_1.41.png,/Users/tho2020/Documents/GitHub/NEXAH/ENGINE/nexah_kernel/demos/visuals/symmetry_resonance_atlas/sym_n15_drift_1.41.png,15,1.41
symmetry_resonance_atlas,sym_n20_drift_0.35.png,/Users/tho2020/Documents/GitHub/NEXAH/ENGINE/nexah_kernel/demos/visuals/symmetry_resonance_atlas/sym_n20_drift_0.35.png,20,0.35
symmetry_resonance_atlas,sym_n15_drift_2.12.png,/Users/tho2020/Documents/GitHub/NEXAH/ENGINE/nexah_kernel/demos/visuals/symmetry_resonance_atlas/sym_n15_drift_2.12.png,15,2.12
symmetry_resonance_atlas,sym_n17_drift_0.71.png,/Users/tho2020/Documents/GitHub/NEXAH/ENGINE/nexah_kernel/demos/visuals/symmetry_resonance_atlas/sym_n17_drift_0.71.png,17,0.71
symmetry_resonance_atlas,sym_n03_drift_6.00.png,/Users/tho2020/Documents/GitHub/NEXAH/ENGINE/nexah_kernel/demos/visuals/symmetry_resonance_atlas/sym_n03_drift_6.00.png,3,6.0
symmetry_resonance_atlas,sym_n16_drift_6.00.png,/Users/tho2020/Documents/GitHub/NEXAH/ENGINE/nexah_kernel/demos/visuals/symmetry_resonance_atlas/sym_n16_drift_6.00.png,16,6.0
symmetry_resonance_atlas,sym_n08_drift_3.53.png,/Users/tho2020/Documents/GitHub/NEXAH/ENGINE/nexah_kernel/demos/visuals/symmetry_resonance_atlas/sym_n08_drift_3.53.png,8,3.53
symmetry_resonance_atlas,sym_n07_drift_0.00.png,/Users/tho2020/Documents/GitHub/NEXAH/ENGINE/nexah_kernel/demos/visuals/symmetry_resonance_atlas/sym_n07_drift_0.00.png,7,0.0
symmetry_resonance_atlas,sym_n12_drift_0.00.png,/Users/tho2020/Documents/GitHub/NEXAH/ENGINE/nexah_kernel/demos/visuals/symmetry_resonance_atlas/sym_n12_drift_0.00.png,12,0.0
symmetry_resonance_atlas,sym_n03_drift_3.18.png,/Users/tho2020/Documents/GitHub/NEXAH/ENGINE/nexah_kernel/demos/visuals/symmetry_resonance_atlas/sym_n03_drift_3.18.png,3,3.18
symmetry_resonance_atlas,sym_n16_drift_3.18.png,/Users/tho2020/Documents/GitHub/NEXAH/ENGINE/nexah_kernel/demos/visuals/symmetry_resonance_atlas/sym_n16_drift_3.18.png,16,3.18
symmetry_resonance_atlas,sym_n07_drift_4.59.png,/Users/tho2020/Documents/GitHub/NEXAH/ENGINE/nexah_kernel/demos/visuals/symmetry_resonance_atlas/sym_n07_drift_4.59.png,7,4.59
symmetry_resonance_atlas,sym_n12_drift_4.59.png,/Users/tho2020/Documents/GitHub/NEXAH/ENGINE/nexah_kernel/demos/visuals/symmetry_resonance_atlas/sym_n12_drift_4.59.png,12,4.59
symmetry_resonance_atlas,sym_n20_drift_1.76.png,/Users/tho2020/Documents/GitHub/NEXAH/ENGINE/nexah_kernel/demos/visuals/symmetry_resonance_atlas/sym_n20_drift_1.76.png,20,1.76
symmetry_resonance_atlas,sym_n15_drift_3.53.png,/Users/tho2020/Documents/GitHub/NEXAH/ENGINE/nexah_kernel/demos/visuals/symmetry_resonance_atlas/sym_n15_drift_3.53.png,15,3.53
symmetry_resonance_atlas,sym_n07_drift_1.41.png,/Users/tho2020/Documents/GitHub/NEXAH/ENGINE/nexah_kernel/demos/visuals/symmetry_resonance_atlas/sym_n07_drift_1.41.png,7,1.41
symmetry_resonance_atlas,sym_n12_drift_1.41.png,/Users/tho2020/Documents/GitHub/NEXAH/ENGINE/nexah_kernel/demos/visuals/symmetry_resonance_atlas/sym_n12_drift_1.41.png,12,1.41
symmetry_resonance_atlas,sym_n08_drift_2.12.png,/Users/tho2020/Documents/GitHub/NEXAH/ENGINE/nexah_kernel/demos/visuals/symmetry_resonance_atlas/sym_n08_drift_2.12.png,8,2.12
symmetry_resonance_atlas,sym_n04_drift_1.06.png,/Users/tho2020/Documents/GitHub/NEXAH/ENGINE/nexah_kernel/demos/visuals/symmetry_resonance_atlas/sym_n04_drift_1.06.png,4,1.06
symmetry_resonance_atlas,sym_n11_drift_1.06.png,/Users/tho2020/Documents/GitHub/NEXAH/ENGINE/nexah_kernel/demos/visuals/symmetry_resonance_atlas/sym_n11_drift_1.06.png,11,1.06
symmetry_resonance_atlas,sym_n05_drift_2.47.png,/Users/tho2020/Documents/GitHub/NEXAH/ENGINE/nexah_kernel/demos/visuals/symmetry_resonance_atlas/sym_n05_drift_2.47.png,5,2.47
symmetry_resonance_atlas,sym_n10_drift_2.47.png,/Users/tho2020/Documents/GitHub/NEXAH/ENGINE/nexah_kernel/demos/visuals/symmetry_resonance_atlas/sym_n10_drift_2.47.png,10,2.47
symmetry_resonance_atlas,sym_n15_drift_4.94.png,/Users/tho2020/Documents/GitHub/NEXAH/ENGINE/nexah_kernel/demos/visuals/symmetry_resonance_atlas/sym_n15_drift_4.94.png,15,4.94
symmetry_resonance_atlas,sym_n08_drift_3.88.png,/Users/tho2020/Documents/GitHub/NEXAH/ENGINE/nexah_kernel/demos/visuals/symmetry_resonance_atlas/sym_n08_drift_3.88.png,8,3.88
symmetry_resonance_atlas,sym_n09_drift_1.76.png,/Users/tho2020/Documents/GitHub/NEXAH/ENGINE/nexah_kernel/demos/visuals/symmetry_resonance_atlas/sym_n09_drift_1.76.png,9,1.76
symmetry_resonance_atlas,sym_n17_drift_5.65.png,/Users/tho2020/Documents/GitHub/NEXAH/ENGINE/nexah_kernel/demos/visuals/symmetry_resonance_atlas/sym_n17_drift_5.65.png,17,5.65
symmetry_resonance_atlas,sym_n14_drift_1.76.png,/Users/tho2020/Documents/GitHub/NEXAH/ENGINE/nexah_kernel/demos/visuals/symmetry_resonance_atlas/sym_n14_drift_1.76.png,14,1.76
symmetry_resonance_atlas,sym_n08_drift_4.94.png,/Users/tho2020/Documents/GitHub/NEXAH/ENGINE/nexah_kernel/demos/visuals/symmetry_resonance_atlas/sym_n08_drift_4.94.png,8,4.94
symmetry_resonance_atlas,sym_n15_drift_3.88.png,/Users/tho2020/Documents/GitHub/NEXAH/ENGINE/nexah_kernel/demos/visuals/symmetry_resonance_atlas/sym_n15_drift_3.88.png,15,3.88
symmetry_resonance_atlas,sym_n18_drift_2.47.png,/Users/tho2020/Documents/GitHub/NEXAH/ENGINE/nexah_kernel/demos/visuals/symmetry_resonance_atlas/sym_n18_drift_2.47.png,18,2.47
symmetry_resonance_atlas,sym_n07_drift_5.29.png,/Users/tho2020/Documents/GitHub/NEXAH/ENGINE/nexah_kernel/demos/visuals/symmetry_resonance_atlas/sym_n07_drift_5.29.png,7,5.29
symmetry_resonance_atlas,sym_n12_drift_5.29.png,/Users/tho2020/Documents/GitHub/NEXAH/ENGINE/nexah_kernel/demos/visuals/symmetry_resonance_atlas/sym_n12_drift_5.29.png,12,5.29
symmetry_resonance_atlas,sym_n17_drift_4.24.png,/Users/tho2020/Documents/GitHub/NEXAH/ENGINE/nexah_kernel/demos/visuals/symmetry_resonance_atlas/sym_n17_drift_4.24.png,17,4.24
symmetry_resonance_atlas,sym_n19_drift_1.06.png,/Users/tho2020/Documents/GitHub/NEXAH/ENGINE/nexah_kernel/demos/visuals/symmetry_resonance_atlas/sym_n19_drift_1.06.png,19,1.06
symmetry_resonance_atlas,sym_n16_drift_2.82.png,/Users/tho2020/Documents/GitHub/NEXAH/ENGINE/nexah_kernel/demos/visuals/symmetry_resonance_atlas/sym_n16_drift_2.82.png,16,2.82
symmetry_resonance_atlas,sym_n03_drift_2.82.png,/Users/tho2020/Documents/GitHub/NEXAH/ENGINE/nexah_kernel/demos/visuals/symmetry_resonance_atlas/sym_n03_drift_2.82.png,3,2.82
symmetry_resonance_atlas,sym_n13_drift_0.35.png,/Users/tho2020/Documents/GitHub/NEXAH/ENGINE/nexah_kernel/demos/visuals/symmetry_resonance_atlas/sym_n13_drift_0.35.png,13,0.35
symmetry_resonance_atlas,sym_n06_drift_0.35.png,/Users/tho2020/Documents/GitHub/NEXAH/ENGINE/nexah_kernel/demos/visuals/symmetry_resonance_atlas/sym_n06_drift_0.35.png,6,0.35
symmetry_resonance_atlas,sym_n18_drift_4.24.png,/Users/tho2020/Documents/GitHub/NEXAH/ENGINE/nexah_kernel/demos/visuals/symmetry_resonance_atlas/sym_n18_drift_4.24.png,18,4.24
symmetry_resonance_atlas,sym_n08_drift_5.29.png,/Users/tho2020/Documents/GitHub/NEXAH/ENGINE/nexah_kernel/demos/visuals/symmetry_resonance_atlas/sym_n08_drift_5.29.png,8,5.29
symmetry_resonance_atlas,sym_n19_drift_2.82.png,/Users/tho2020/Documents/GitHub/NEXAH/ENGINE/nexah_kernel/demos/visuals/symmetry_resonance_atlas/sym_n19_drift_2.82.png,19,2.82
symmetry_resonance_atlas,sym_n16_drift_1.06.png,/Users/tho2020/Documents/GitHub/NEXAH/ENGINE/nexah_kernel/demos/visuals/symmetry_resonance_atlas/sym_n16_drift_1.06.png,16,1.06
symmetry_resonance_atlas,sym_n03_drift_1.06.png,/Users/tho2020/Documents/GitHub/NEXAH/ENGINE/nexah_kernel/demos/visuals/symmetry_resonance_atlas/sym_n03_drift_1.06.png,3,1.06
symmetry_resonance_atlas,sym_n09_drift_0.35.png,/Users/tho2020/Documents/GitHub/NEXAH/ENGINE/nexah_kernel/demos/visuals/symmetry_resonance_atlas/sym_n09_drift_0.35.png,9,0.35
symmetry_resonance_atlas,sym_n05_drift_5.65.png,/Users/tho2020/Documents/GitHub/NEXAH/ENGINE/nexah_kernel/demos/visuals/symmetry_resonance_atlas/sym_n05_drift_5.65.png,5,5.65
symmetry_resonance_atlas,sym_n10_drift_5.65.png,/Users/tho2020/Documents/GitHub/NEXAH/ENGINE/nexah_kernel/demos/visuals/symmetry_resonance_atlas/sym_n10_drift_5.65.png,10,5.65
symmetry_resonance_atlas,sym_n07_drift_4.94.png,/Users/tho2020/Documents/GitHub/NEXAH/ENGINE/nexah_kernel/demos/visuals/symmetry_resonance_atlas/sym_n07_drift_4.94.png,7,4.94
symmetry_resonance_atlas,sym_n12_drift_4.94.png,/Users/tho2020/Documents/GitHub/NEXAH/ENGINE/nexah_kernel/demos/visuals/symmetry_resonance_atlas/sym_n12_drift_4.94.png,12,4.94
symmetry_resonance_atlas,sym_n17_drift_2.47.png,/Users/tho2020/Documents/GitHub/NEXAH/ENGINE/nexah_kernel/demos/visuals/symmetry_resonance_atlas/sym_n17_drift_2.47.png,17,2.47
symmetry_resonance_atlas,sym_n12_drift_3.88.png,/Users/tho2020/Documents/GitHub/NEXAH/ENGINE/nexah_kernel/demos/visuals/symmetry_resonance_atlas/sym_n12_drift_3.88.png,12,3.88
symmetry_resonance_atlas,sym_n07_drift_3.88.png,/Users/tho2020/Documents/GitHub/NEXAH/ENGINE/nexah_kernel/demos/visuals/symmetry_resonance_atlas/sym_n07_drift_3.88.png,7,3.88
symmetry_resonance_atlas,sym_n06_drift_1.76.png,/Users/tho2020/Documents/GitHub/NEXAH/ENGINE/nexah_kernel/demos/visuals/symmetry_resonance_atlas/sym_n06_drift_1.76.png,6,1.76
symmetry_resonance_atlas,sym_n13_drift_1.76.png,/Users/tho2020/Documents/GitHub/NEXAH/ENGINE/nexah_kernel/demos/visuals/symmetry_resonance_atlas/sym_n13_drift_1.76.png,13,1.76
symmetry_resonance_atlas,sym_n18_drift_5.65.png,/Users/tho2020/Documents/GitHub/NEXAH/ENGINE/nexah_kernel/demos/visuals/symmetry_resonance_atlas/sym_n18_drift_5.65.png,18,5.65
symmetry_resonance_atlas,sym_n14_drift_0.35.png,/Users/tho2020/Documents/GitHub/NEXAH/ENGINE/nexah_kernel/demos/visuals/symmetry_resonance_atlas/sym_n14_drift_0.35.png,14,0.35
symmetry_resonance_atlas,sym_n04_drift_2.82.png,/Users/tho2020/Documents/GitHub/NEXAH/ENGINE/nexah_kernel/demos/visuals/symmetry_resonance_atlas/sym_n04_drift_2.82.png,4,2.82
symmetry_resonance_atlas,sym_n11_drift_2.82.png,/Users/tho2020/Documents/GitHub/NEXAH/ENGINE/nexah_kernel/demos/visuals/symmetry_resonance_atlas/sym_n11_drift_2.82.png,11,2.82
symmetry_resonance_atlas,sym_n05_drift_4.24.png,/Users/tho2020/Documents/GitHub/NEXAH/ENGINE/nexah_kernel/demos/visuals/symmetry_resonance_atlas/sym_n05_drift_4.24.png,5,4.24
symmetry_resonance_atlas,sym_n10_drift_4.24.png,/Users/tho2020/Documents/GitHub/NEXAH/ENGINE/nexah_kernel/demos/visuals/symmetry_resonance_atlas/sym_n10_drift_4.24.png,10,4.24
symmetry_resonance_atlas,sym_n15_drift_5.29.png,/Users/tho2020/Documents/GitHub/NEXAH/ENGINE/nexah_kernel/demos/visuals/symmetry_resonance_atlas/sym_n15_drift_5.29.png,15,5.29
symmetry_resonance_atlas,sym_n19_drift_5.65.png,/Users/tho2020/Documents/GitHub/NEXAH/ENGINE/nexah_kernel/demos/visuals/symmetry_resonance_atlas/sym_n19_drift_5.65.png,19,5.65
symmetry_resonance_atlas,sym_n12_drift_1.76.png,/Users/tho2020/Documents/GitHub/NEXAH/ENGINE/nexah_kernel/demos/visuals/symmetry_resonance_atlas/sym_n12_drift_1.76.png,12,1.76
symmetry_resonance_atlas,sym_n07_drift_1.76.png,/Users/tho2020/Documents/GitHub/NEXAH/ENGINE/nexah_kernel/demos/visuals/symmetry_resonance_atlas/sym_n07_drift_1.76.png,7,1.76
symmetry_resonance_atlas,sym_n06_drift_3.88.png,/Users/tho2020/Documents/GitHub/NEXAH/ENGINE/nexah_kernel/demos/visuals/symmetry_resonance_atlas/sym_n06_drift_3.88.png,6,3.88
symmetry_resonance_atlas,sym_n13_drift_3.88.png,/Users/tho2020/Documents/GitHub/NEXAH/ENGINE/nexah_kernel/demos/visuals/symmetry_resonance_atlas/sym_n13_drift_3.88.png,13,3.88
symmetry_resonance_atlas,sym_n20_drift_4.59.png,/Users/tho2020/Documents/GitHub/NEXAH/ENGINE/nexah_kernel/demos/visuals/symmetry_resonance_atlas/sym_n20_drift_4.59.png,20,4.59
symmetry_resonance_atlas,sym_n11_drift_4.24.png,/Users/tho2020/Documents/GitHub/NEXAH/ENGINE/nexah_kernel/demos/visuals/symmetry_resonance_atlas/sym_n11_drift_4.24.png,11,4.24
symmetry_resonance_atlas,sym_n04_drift_4.24.png,/Users/tho2020/Documents/GitHub/NEXAH/ENGINE/nexah_kernel/demos/visuals/symmetry_resonance_atlas/sym_n04_drift_4.24.png,4,4.24
symmetry_resonance_atlas,sym_n14_drift_5.29.png,/Users/tho2020/Documents/GitHub/NEXAH/ENGINE/nexah_kernel/demos/visuals/symmetry_resonance_atlas/sym_n14_drift_5.29.png,14,5.29
symmetry_resonance_atlas,sym_n20_drift_1.41.png,/Users/tho2020/Documents/GitHub/NEXAH/ENGINE/nexah_kernel/demos/visuals/symmetry_resonance_atlas/sym_n20_drift_1.41.png,20,1.41
symmetry_resonance_atlas,sym_n10_drift_2.82.png,/Users/tho2020/Documents/GitHub/NEXAH/ENGINE/nexah_kernel/demos/visuals/symmetry_resonance_atlas/sym_n10_drift_2.82.png,10,2.82
symmetry_resonance_atlas,sym_n05_drift_2.82.png,/Users/tho2020/Documents/GitHub/NEXAH/ENGINE/nexah_kernel/demos/visuals/symmetry_resonance_atlas/sym_n05_drift_2.82.png,5,2.82
symmetry_resonance_atlas,sym_n15_drift_0.35.png,/Users/tho2020/Documents/GitHub/NEXAH/ENGINE/nexah_kernel/demos/visuals/symmetry_resonance_atlas/sym_n15_drift_0.35.png,15,0.35
symmetry_resonance_atlas,sym_n08_drift_0.35.png,/Users/tho2020/Documents/GitHub/NEXAH/ENGINE/nexah_kernel/demos/visuals/symmetry_resonance_atlas/sym_n08_drift_0.35.png,8,0.35
symmetry_resonance_atlas,sym_n17_drift_1.06.png,/Users/tho2020/Documents/GitHub/NEXAH/ENGINE/nexah_kernel/demos/visuals/symmetry_resonance_atlas/sym_n17_drift_1.06.png,17,1.06
symmetry_resonance_atlas,sym_n18_drift_2.82.png,/Users/tho2020/Documents/GitHub/NEXAH/ENGINE/nexah_kernel/demos/visuals/symmetry_resonance_atlas/sym_n18_drift_2.82.png,18,2.82
symmetry_resonance_atlas,sym_n19_drift_4.24.png,/Users/tho2020/Documents/GitHub/NEXAH/ENGINE/nexah_kernel/demos/visuals/symmetry_resonance_atlas/sym_n19_drift_4.24.png,19,4.24
symmetry_resonance_atlas,sym_n09_drift_5.29.png,/Users/tho2020/Documents/GitHub/NEXAH/ENGINE/nexah_kernel/demos/visuals/symmetry_resonance_atlas/sym_n09_drift_5.29.png,9,5.29
symmetry_resonance_atlas,sym_n03_drift_2.47.png,/Users/tho2020/Documents/GitHub/NEXAH/ENGINE/nexah_kernel/demos/visuals/symmetry_resonance_atlas/sym_n03_drift_2.47.png,3,2.47
symmetry_resonance_atlas,sym_n16_drift_2.47.png,/Users/tho2020/Documents/GitHub/NEXAH/ENGINE/nexah_kernel/demos/visuals/symmetry_resonance_atlas/sym_n16_drift_2.47.png,16,2.47
symmetry_resonance_atlas,sym_n13_drift_4.94.png,/Users/tho2020/Documents/GitHub/NEXAH/ENGINE/nexah_kernel/demos/visuals/symmetry_resonance_atlas/sym_n13_drift_4.94.png,13,4.94
symmetry_resonance_atlas,sym_n06_drift_4.94.png,/Users/tho2020/Documents/GitHub/NEXAH/ENGINE/nexah_kernel/demos/visuals/symmetry_resonance_atlas/sym_n06_drift_4.94.png,6,4.94
symmetry_resonance_atlas,sym_n11_drift_5.65.png,/Users/tho2020/Documents/GitHub/NEXAH/ENGINE/nexah_kernel/demos/visuals/symmetry_resonance_atlas/sym_n11_drift_5.65.png,11,5.65
symmetry_resonance_atlas,sym_n04_drift_5.65.png,/Users/tho2020/Documents/GitHub/NEXAH/ENGINE/nexah_kernel/demos/visuals/symmetry_resonance_atlas/sym_n04_drift_5.65.png,4,5.65
symmetry_resonance_atlas,sym_n20_drift_0.00.png,/Users/tho2020/Documents/GitHub/NEXAH/ENGINE/nexah_kernel/demos/visuals/symmetry_resonance_atlas/sym_n20_drift_0.00.png,20,0.0
symmetry_resonance_atlas,sym_n19_drift_2.47.png,/Users/tho2020/Documents/GitHub/NEXAH/ENGINE/nexah_kernel/demos/visuals/symmetry_resonance_atlas/sym_n19_drift_2.47.png,19,2.47
symmetry_resonance_atlas,sym_n14_drift_3.88.png,/Users/tho2020/Documents/GitHub/NEXAH/ENGINE/nexah_kernel/demos/visuals/symmetry_resonance_atlas/sym_n14_drift_3.88.png,14,3.88
